num_layers,num_nodes,learning_rate,epochs,optimizer,num_splits,test_loss,r2
3,64,0.01,50,SGD,5,0.30539920926094055,0.4521497196691997
3,64,0.01,50,SGD,10,0.15761850774288177,0.7180468142063651
3,64,0.01,50,RMSprop,5,0.1985488384962082,0.6441353844954949
3,64,0.01,50,RMSprop,10,0.12817586958408356,0.8003326351467424
3,64,0.01,50,ADAM,5,0.0627734363079071,0.9042909507493032
3,64,0.01,50,ADAM,10,0.09015753120183945,0.8686951018149357
3,64,0.01,100,SGD,5,0.21006888151168823,0.6319141138094938
